ZIP_CODE,TOTAL_HOUSEHOLDS,MEDIAN_INCOME
17043,2948,62770
17044,9102,48832
17045,1265,60967
17046,11602,49265
17047,910,55227
17048,1559,50350
17049,1089,69250
17050,15361,93552
17051,1908,52000
17052,641,56940
17053,2176,67609
17055,15947,73537
17057,9725,62551
17058,679,44974
17059,3143,50647
17060,460,44706
17061,3021,55114
17062,1599,65759
17063,1268,49020
17064,363,128125
17065,1654,56118
17066,2335,42031
17067,5782,62529
17068,1556,65913
17069,64,43750
17070,6987,70731
17071,52,66250
17072,151,47730
17073,1940,65938
17074,3002,58511
17075,46,58750
17078,8919,63494
17080,118,52000
17081,243,39135
17082,1239,54871
17084,1818,57963
17086,854,69583
17087,946,68571
17088,350,78750
17090,2408,59650
17093,398,65909
17094,1034,49583
17097,337,46250
17098,980,48529
17099,511,50446
17101,1450,37578
17102,4074,44863
17103,4742,37541
17104,7611,38115
17109,10671,52886
17110,10146,60025
17111,12856,69401
17112,14259,84083
17113,3902,48448
17201,10980,52500
17202,11034,78385
17211,199,48125
17212,261,70469
17213,241,49028
17214,391,39154
17215,87,64219
17217,84,69000
17219,131,51750
17220,190,26250
17221,242,42813
17222,4872,64897
17223,118,38750
17224,628,65750
17225,7433,74440
17228,422,55833
17229,544,44787
17233,2237,50246
17235,306,76792
17236,3257,66098
17237,663,60660
17238,641,56339
17239,86,65556
17240,1261,68281
17241,4686,58453
17243,547,50221
17244,829,62455
17246,94,71250
17247,233,41417
17249,157,50625
17251,42,84500
17252,1700,50599
17253,112,48750
17255,447,50208
17257,11090,55228
17260,426,43750
17262,502,54018
17263,213,65515
17264,975,50733
17265,270,57656
17266,185,59583
17267,1134,59643
17268,11939,58568
17271,99,46625
17301,1668,72206
17302,1023,65066
17304,1064,76014
17306,98,71786
17307,2202,67000
17309,839,61850
17311,103,46875
17313,4510,60579
17314,2063,77015
17315,10676,65214
17316,3072,89113
17317,231,68958
17318,188,42059
17319,4413,75030
17320,3061,82933
17321,877,75972
17322,2194,77171
17324,1770,64885
17325,10688,63867
17327,2832,77593
17329,923,83799
17331,20859,64122
17339,2871,81892
17340,4276,72656
17344,1552,52857
17345,3474,59722
17347,2334,86133
17349,2676,90556
17350,5086,58536
17352,507,67102
17353,1368,70150
17355,125,67188
17356,8239,67507
17360,2596,83881
17361,2593,79238
17362,5070,70561
17363,3639,84275
17364,1355,68264
17365,1081,72934
17366,2110,68875
17368,3043,62015
17370,2216,72841
17371,89,74792
17372,1490,67576
17401,6284,30726
17402,13771,68639
17403,14891,53852
17404,13996,62473
17406,9170,66100
17407,815,98304
17408,9639,69728
17501,1797,61771
17502,1037,81402
17505,501,61450
17509,1304,68788
17512,7334,48197
17516,1885,71477
17517,5782,73778
17518,477,70313
17519,2117,73750
17520,1938,77770
17522,12918,60642
17527,1845,82083
17529,1424,59934
17532,1117,74671
17535,740,71000
17536,866,76579
17538,2468,89358
17540,3608,64977
17543,17618,72813
17545,8163,65999
17547,2753,68591
17551,4324,56739
17552,8367,68042
17554,3036,65338
17555,2153,79191
17557,5228,61142
17560,1856,62826
17562,1399,68614
17563,1204,66087
17565,926,86726
17566,4127,66378
17569,1952,84013
17572,1457,57014
17578,2718,68581
17579,2189,72470
17581,265,80563
17582,829,85197
17584,3970,79250
17601,20998,74925
17602,19009,56381
17603,25254,55067
17701,17695,45779
17702,4368,56163
17721,670,45741
17723,23,38594
17724,1906,47131
17727,43,44375
17728,2069,62328
17729,32,28750
17731,121,85417
17737,2611,60226
17739,17,76250
17740,4935,56250
17742,18,28250
17744,1238,51859
17745,7088,45988
17747,1080,57328
17748,104,38750
17749,117,61806
17751,2577,58785
17752,1678,57500
17754,4867,67676
17756,4297,60506
17758,424,50526
17760,256,61667
17762,176,60000
17763,86,48000
17764,930,35268
17765,431,52212
17767,60,51413
17768,149,53125
17771,1284,58690
17772,905,62679
17774,534,54531
17776,141,50694
17777,2964,53434
17778,53,41750
17801,6917,45565
17810,725,56125
17812,509,43542
17813,767,55625
17814,1920,54194
17815,11234,50272
17820,2296,57978
17821,7585,59390
17823,487,60568
17824,1750,63239
17827,265,62583
17829,79,63750
17830,794,58854
17832,318,47833
17834,1537,53521
17835,120,71667
17836,79,54250
17837,6592,63869
17840,288,56713
17841,1784,51286
17842,3305,55456
17844,3809,57042
17845,685,54766
17846,1546,54073
17847,4712,53811
17850,297,54034
17851,3612,36071
17853,1181,56125
17855,368,66429
17856,1178,62609
17857,3082,59353
17859,1147,54612
17860,995,71853
17861,64,89167
17862,171,37768
17864,707,53227
17865,37,49732
17866,3424,37352
17867,60,38125
17868,537,65197
17870,5588,67140
17872,4448,32816
17876,845,47946
17878,526,63421
17880,45,54375
17881,621,56328
17884,87,45703
17885,85,66375
17886,579,39120
17887,139,45382
17888,129,40208
17889,918,63929
17901,9829,46271
17920,158,47500
17921,2691,51090
17922,1876,76741
17923,179,60048
17925,135,55625
17929,638,58913
17930,180,48750
17931,2091,55186
17933,46,118864
17934,175,40987
17935,693,34330
17936,304,56765
17938,923,70701
17941,301,53542
17943,72,46250
17944,47,58750
17945,91,84688
17946,57,80202
17948,1901,38203
17949,85,48906
17951,104,55667
17952,130,45500
17953,194,43056
17954,2003,31625
17957,132,68000
17959,597,51750
17960,1711,67708
17961,2846,67880
17963,3628,60595
17964,316,48289
17965,895,48750
17967,1042,58214
17968,91,72083
17970,1401,41194
17972,4734,61206
17974,116,48750
17976,2703,35282
17978,115,39306
17979,109,62188
17980,1271,60184
17981,1114,51959
17982,222,46071
17983,644,61250
17985,545,58563
18011,2048,91607
18013,6792,65050
18014,4453,66354
18015,11060,51907
18017,15844,73580
18018,13233,56655
18020,7563,84632
18030,293,42083
18031,4047,92663
18032,3773,61178
18034,3149,88558
18036,5300,101842
18037,3038,65684
18038,1183,87846
18040,6171,95467
18041,1900,77215
18042,15003,57393
18045,10503,91180
18049,7362,73220
18051,1394,101087
18052,11140,63976
18053,846,74167
18054,1666,71196
18055,4708,70374
18056,422,56563
18058,3392,64236
18059,372,98750
18062,10237,84587
18063,223,36182
18064,9577,81585
18066,2355,94398
18067,7382,68224
18069,2973,93946
18070,355,87386
18071,3996,66624
18072,2543,64525
18073,3898,91460
18074,2220,89323
18076,1202,66538
18077,947,85804
18078,2965,90402
18079,226,66875
18080,4495,64627
18081,134,43894
18083,157,69125
18085,449,59688
18086,271,47455
18087,292,65907
18088,3260,64932
18091,2273,60120
18092,1300,93000
18101,1705,26326
18102,16216,33659
18103,17817,56066
18104,16435,73943
18106,3104,68874
18109,6749,45196
18201,10054,42263
18202,4720,42475
18210,2806,57225
18211,493,62004
18212,60,55455
18214,801,61575
18216,559,47344
18218,1006,36953
18219,658,63429
18220,123,47656
18221,106,107992
18222,3647,76952
18224,2627,45076
18229,3659,61880
18230,42,48750
18231,199,49886
18232,1652,34426
18235,7809,59359
18237,1449,36091
18240,1610,53258
18241,394,55096
18242,81,37917
18244,111,48250
18245,152,36563
18246,94,50962
18248,214,51923
18249,1467,77904
18250,1219,51065
18252,4757,50643
18254,439,41715
18255,1725,59886
18256,156,61176
18301,9694,63119
18302,6014,66010
18321,558,45227
18322,925,56887
18324,3525,58958
18325,800,90851
18326,1488,43640
18327,275,69432
18328,2720,62785
18330,2792,76420
18331,196,52500
18332,814,80859
18334,1525,62981
18336,1687,69570
18337,5461,82026
18340,49,154609
18343,1615,75972
18344,1591,50846
18346,854,69348
18347,1323,54583
18350,686,62024
18351,225,56750
18352,294,86023
18353,4271,75836
18354,340,63696
18355,427,111509
18356,51,77125
18360,9352,61833
18370,379,58343
18371,263,79960
18372,1044,60338
18403,2798,52917
18405,977,61027
18407,5757,45746
18411,8778,80340
18413,106,21786
18414,2120,75238
18415,581,60125
18417,397,58977
18419,1764,56944
18421,2001,56567
18424,1989,64111
18425,548,54286
18426,1877,48271
18428,4878,57924
18431,4707,53742
18433,2617,64938
18434,1631,51450
18435,352,121111
18436,4887,63047
18437,89,38125
18438,603,54750
18439,188,52500
18441,116,41806
18443,178,76944
18444,5367,74928
18445,920,58750
18446,1307,57458
18447,4506,55304
18451,286,59479
18452,2323,54675
18453,410,53611
18455,41,42083
18456,168,49318
18458,1051,70197
18460,87,55750
18461,149,41875
18462,130,63393
18463,73,59904
18464,589,63472
18465,553,55486
18466,5476,58771
18469,97,78882
18470,924,69063
18471,241,133542
18472,1583,54828
18473,242,32400
18503,602,19545
18504,8899,46094
18505,8941,42135
18507,2156,51429
18508,5325,34970
18509,4943,50656
18510,4698,34415
18512,5270,55615
18517,2193,46621
18518,3617,57563
18519,2043,49852
18602,99,130417
18603,8391,48779
18610,1665,66606
18612,6186,73345
18614,1085,45085
18615,759,69479
18616,249,49844
18617,757,37750
18618,1605,75764
18619,117,47083
18621,2060,60523
18623,1059,50977
18624,149,35625
18625,177,60625
18626,184,69500
18628,107,30417
18629,695,58958
18630,1208,54926
18631,544,49000
18632,230,45769
18634,5626,45297
18635,1504,61833
18636,489,56016
18640,7399,47418
18641,2902,56000
18642,1842,65539
18643,5229,55139
18644,3259,64621
18651,3672,45021
18653,64,83333
18655,2409,56094
18656,904,55761
18657,4786,62077
18660,1525,61705
18661,2165,59484
18701,970,24468
18702,15806,42472
18704,13607,52731
18705,6321,53541
18706,6972,48558
18707,5751,88365
18708,3326,88013
18709,1543,35560
18801,3444,55368
18810,2495,47712
18812,696,71638
18814,79,36806
18816,55,73977
18817,106,85909
18818,560,51346
18821,576,50300
18822,1439,48798
18823,92,59167
18824,593,54034
18825,38,85250
18826,598,62500
18828,155,49792
18829,299,54531
18830,278,50313
18831,500,52500
18832,732,48472
18833,831,52820
18834,1403,59567
18837,1213,55938
18840,4564,49129
18842,103,44821
18843,93,52250
18844,748,67130
18845,133,70125
18846,400,70000
18847,2299,49052
18848,3705,45868
18850,926,52935
18851,289,58472
18853,1701,65793
18854,612,49412
18901,10549,102508
18902,7735,139293
18914,7746,110669
18915,284,104444
18917,884,68824
18920,123,84306
18923,361,118083
18925,2340,142727
18929,3212,145227
18930,1177,92582
18938,6209,108985
18940,11377,128308
18942,1239,89186
18944,9182,98041
18947,2376,107250
18950,85,160547
18951,13405,78872
18954,3212,130268
18955,603,72188
18960,4695,77472
18962,143,76406
18964,5351,80022
18966,14395,99067
18969,5859,79859
18970,286,74432
18972,1587,80778
18974,16494,82046
18976,7345,102871
18977,1616,136786
18980,218,85882
19001,6208,91456
19002,12182,110041
19003,5623,99923
19004,3901,116475
19006,7870,100714
19007,8212,56662
19008,7269,104886
19009,239,93068
19010,7349,119698
19012,2279,100859
19013,12216,32345
19014,7707,86973
19015,6496,63815
19017,70,73750
19018,9650,60724
19020,21799,64046
19021,3853,56700
19022,1250,43953
19023,7367,53279
19025,2140,133514
19026,11861,72618
19027,8503,81098
19029,1422,53871
19030,4679,71997
19031,1658,119688
19032,2345,62229
19033,3156,82006
19034,2020,126198
19035,1439,205764
19036,5327,57832
19038,11247,97415
19040,7786,85931
19041,2612,135729
19043,985,74732
19044,6708,80587
19046,7274,103212
19047,12826,93547
19050,11174,54800
19053,9926,82087
19054,5953,84608
19055,4908,74489
19056,5508,76031
19057,6227,74038
19060,3724,142661
19061,7782,63596
19063,15017,101599
19064,8495,115244
19066,1720,218571
19067,20314,109381
19070,2866,77340
19072,4076,120714
19073,8018,109471
19074,2079,78370
19075,2778,104928
19076,2688,60694
19078,4576,80361
19079,3496,48250
19081,3376,93986
19082,14604,44483
19083,12853,106168
19085,1824,"250,000+"
19086,4220,118320
19087,11843,145769
19090,7049,77702
19094,1607,68411
19095,2977,76586
19096,5642,132219
19102,3055,96953
19103,15177,76103
19104,16340,26979
19106,6736,107388
19107,7675,57735
19111,24251,51051
19114,12964,60970
19115,13533,55621
19116,12643,57126
19118,4503,89422
19119,11785,64237
19120,23445,37360
19121,12408,21201
19122,6663,37198
19123,8021,78444
19124,22609,33611
19125,10556,72990
19126,5827,44006
19127,2642,75647
19128,16336,74564
19129,4671,79034
19130,13676,84308
19131,17524,37345
19132,14087,21600
19133,8957,20353
19134,20398,31533
19135,12070,45589
19136,12332,51101
19137,3091,53255
19138,11838,41105
19139,17328,30633
19140,18811,22790
19141,12523,32388
19142,9829,33265
19143,25102,34579
19144,18530,34075
19145,18379,46540
19146,17200,69305
19147,17390,81519
19148,19261,52001
19149,18846,45253
19150,9834,47968
19151,11780,49788
19152,13034,52321
19153,5348,48177
19154,12394,67392
19301,2591,90685
19310,960,65000
19311,2910,107955
19312,4330,143846
19316,121,74531
19317,3735,125938
19319,95,244097
19320,20181,75143
19330,1906,87727
19333,2831,109111
19335,17975,112116
19341,7003,103203
19342,7494,111359
19343,2625,136920
19344,4287,66009
19348,8685,96373
19350,4121,139049
19352,2878,123232
19355,10089,124729
19358,225,37031
19362,2083,70412
19363,5755,80666
19365,2584,76375
19372,669,74702
19373,879,185859
19374,380,66250
19380,20649,104318
19382,20211,100207
19390,5060,80805
19401,16409,53696
19403,17990,86787
19405,2368,63460
19406,10998,90468
19422,7302,125561
19425,5281,167702
19426,12428,129159
19428,8070,89830
19435,47,131331
19436,407,48047
19437,390,175278
19438,9432,104882
19440,7432,82881
19444,4313,119189
19446,22212,87158
19453,816,61865
19454,11422,95128
19456,250,108676
19460,16459,99318
19462,6076,97635
19464,18198,62956
19465,6623,89953
19468,10117,82763
19473,5901,105226
19474,303,69158
19475,4256,91153
19492,244,27179
19501,471,62554
19503,605,62125
19504,1979,81356
19505,1469,75767
19506,2771,83575
19507,1092,69063
19508,6179,69549
19510,3275,92550
19511,43,98594
19512,6871,73005
19518,5603,96893
19520,2315,88194
19522,5343,77885
19525,5662,105282
19526,4605,61161
19529,1213,81949
19530,4881,62804
19533,2391,73298
19534,806,65000
19536,202,55833
19538,23,76406
19539,1816,63782
19540,4459,80579
19541,1698,71776
19543,2157,89970
19544,45,38542
19545,272,64559
19547,1812,87823
19549,134,48125
19550,118,51136
19551,1863,77532
19554,172,51711
19555,1431,66507
19559,143,52708
19560,3260,62438
19562,1013,54740
19564,61,88375
19565,3528,66250
19567,2039,64280
19601,11333,29604
19602,6257,26739
19604,8238,38450
19605,7427,68450
19606,13380,71349
19607,9654,61111
19608,8238,88879
19609,4016,79907
19610,6332,76615
19611,3742,44303
19701,14410,88589
19702,19580,80419
19703,6047,59823
19706,663,62011
19707,5969,128947
19709,14550,102868
19711,19683,77188
19713,11629,58247
19720,21447,62879
19730,301,95460
19731,71,40875
19733,72,79688
19734,4210,96733
19801,6393,30419
19802,10399,46176
19803,8542,107096
19804,6871,61684
19805,14856,47885
19806,5192,77591
19807,3152,128235
19808,15152,78546
19809,6030,73344
19810,9780,93497
19901,14154,48007
19904,13646,61089
19930,1250,97016
19931,125,67083
19933,3730,53995
19934,5049,71919
19936,125,25469
19938,3123,75276
19939,2757,66728
19940,2206,52770
19941,1060,55547
19943,5007,60992
19944,364,76500
19945,2839,62688
19946,1952,49896
19947,6779,54822
19950,2598,59500
19951,842,83476
19952,3893,56156
19953,1658,62301
19954,550,53750
19956,5693,50259
19958,12128,73647
19960,2516,58872
19962,4172,74474
19963,8149,57521
19964,351,59625
19966,12311,59084
19967,531,80781
19968,4927,66631
19970,3896,71821
19971,7009,78689
19973,9536,55586
19975,4398,59452
19977,8624,72618
19979,299,80025
20001,20147,116195
20002,28549,90424
20003,13539,134438
20004,1264,146822
20005,7587,93956
20006,568,47905
20007,11804,140208
20008,15809,116250
20009,27708,109923
20010,12592,93686
20011,23929,77931
20012,6270,101859
20015,6383,167375
20016,13020,155112
20017,7710,85599
20018,8072,67279
20019,24118,39347
20020,21480,39400
20024,8274,84484
20032,15151,37045
20036,3942,96771
20037,6144,88170
20105,7513,164138
20106,1988,86118
20109,13463,71913
20110,14437,83671
